a1 b1 226
a88 b59 162.5
a88 b60 166.66666666666669
a88 b61 150
a88 b62 150
a88 b66 166.66666666666669
a88 b71 162.5
a88 b73 162.5
a88 b74 162.5
a88 b75 150
a88 b77 162.5
a88 b78 166.66666666666669
a88 b80 166.66666666666669
a88 b82 150
a88 b85 166.66666666666669
a88 b86 162.5
a88 b88 162.5
a88 b90 162.5
a88 b93 162.5
a88 b94 166.66666666666669
a88 b95 166.66666666666669
a88 b96 166.66666666666669
a88 b99 166.66666666666669
a89 b0 157.14285714285714
a89 b2 157.14285714285714
a89 b4 150
a89 b8 157.14285714285714
a89 b11 157.14285714285714
a89 b13 150
a89 b18 157.14285714285714
a89 b20 158.33333333333331
a89 b22 157.14285714285714
a89 b23 150
a89 b24 158.33333333333331
a89 b25 158.33333333333331
a89 b26 150
a89 b30 158.33333333333331
a89 b34 158.33333333333331
a89 b35 158.33333333333331
a89 b50 158.33333333333331
a89 b57 158.33333333333331
a89 b64 158.33333333333331
a89 b65 158.33333333333331
a89 b67 158.33333333333331
a89 b69 158.33333333333331
a89 b72 158.33333333333331
a89 b76 158.33333333333331
a89 b84 158.33333333333331
a89 b87 150
a89 b92 158.33333333333331
a89 b97 158.33333333333331
a89 b98 158.33333333333331
a90 b19 166.66666666666669
a90 b27 166.66666666666669
a90 b31 166.66666666666669
a90 b32 150
a90 b36 150
a90 b39 166.66666666666669
a90 b41 150
a90 b42 150
a90 b45 166.66666666666669
a90 b46 166.66666666666669
a90 b47 175.0
a90 b48 175.0
a90 b54 166.66666666666669
a90 b55 166.66666666666669
a90 b56 175.0
a90 b58 175.0
a90 b60 150
a90 b61 166.66666666666669
a90 b62 166.66666666666669
a90 b66 150
a90 b70 175.0
a90 b75 166.66666666666669
a90 b78 150
a90 b80 150
a90 b81 175.0
a90 b82 166.66666666666669
a90 b83 175.0
a90 b85 150
a90 b94 150
a90 b95 150
a90 b96 150
a90 b99 150
a91 b16 162.5
a91 b19 150
a91 b27 150
a91 b28 162.5
a91 b31 150
a91 b32 166.66666666666669
a91 b33 162.5
a91 b36 166.66666666666669
a91 b37 162.5
a91 b39 150
a91 b40 162.5
a91 b41 166.66666666666669
a91 b42 166.66666666666669
a91 b43 162.5
a91 b44 162.5
a91 b45 150
a91 b46 150
a91 b51 162.5
a91 b53 162.5
a91 b54 150
a91 b55 150
a91 b59 162.5
a91 b60 166.66666666666669
a91 b61 150
a91 b62 150
a91 b66 166.66666666666669
a91 b71 162.5
a91 b73 162.5
a91 b74 162.5
a91 b75 150
a91 b77 162.5
a91 b78 166.66666666666669
a91 b80 166.66666666666669
a91 b82 150
a91 b85 166.66666666666669
a91 b86 162.5
a91 b88 162.5
a91 b90 162.5
a91 b93 162.5
a91 b94 166.66666666666669
a91 b95 166.66666666666669
a91 b96 166.66666666666669
a91 b99 166.66666666666669
a92 b16 162.5
a92 b19 150
a92 b27 150
a92 b28 162.5
a92 b31 150
a92 b32 166.66666666666669
a92 b33 162.5
a92 b36 166.66666666666669
a92 b37 162.5
a92 b39 150
a92 b40 162.5
a92 b41 166.66666666666669
a92 b42 166.66666666666669
a92 b43 162.5
a92 b44 162.5
a92 b45 150
a92 b46 150
a92 b51 162.5
a92 b53 162.5
a92 b54 150
a92 b55 150
a92 b59 162.5
a92 b60 166.66666666666669
a92 b61 150
a92 b62 150
a92 b66 166.66666666666669
a92 b71 162.5
a92 b73 162.5
a92 b74 162.5
a92 b75 150
a92 b77 162.5
a92 b78 166.66666666666669
a92 b80 166.66666666666669
a92 b82 150
a92 b85 166.66666666666669
a92 b86 162.5
a92 b88 162.5
a92 b90 162.5
a92 b93 162.5
a92 b94 166.66666666666669
a92 b95 166.66666666666669
a92 b96 166.66666666666669
a92 b99 166.66666666666669
a93 b0 157.14285714285714
a93 b2 157.14285714285714
a93 b4 150
a93 b8 157.14285714285714
a93 b11 157.14285714285714
a93 b13 150
a93 b18 157.14285714285714
a93 b20 158.33333333333331
a93 b22 157.14285714285714
a93 b23 150
a93 b24 158.33333333333331
a93 b25 158.33333333333331
a93 b26 150
a93 b30 158.33333333333331
a93 b34 158.33333333333331
a93 b35 158.33333333333331
a93 b50 158.33333333333331
a93 b57 158.33333333333331
a93 b64 158.33333333333331
a93 b65 158.33333333333331
a93 b67 158.33333333333331
a93 b69 158.33333333333331
a93 b72 158.33333333333331
a93 b76 158.33333333333331
a93 b84 158.33333333333331
a93 b87 150
a93 b92 158.33333333333331
a93 b97 158.33333333333331
a93 b98 158.33333333333331
a94 b0 157.14285714285714
a94 b2 157.14285714285714
a94 b4 150
a94 b8 157.14285714285714
a94 b11 157.14285714285714
a94 b13 150
a94 b18 157.14285714285714
a94 b20 158.33333333333331
a94 b22 157.14285714285714
a94 b23 150
a94 b24 158.33333333333331
a94 b25 158.33333333333331
a94 b26 150
a94 b30 158.33333333333331
a94 b34 158.33333333333331
a94 b35 158.33333333333331
a94 b50 158.33333333333331
a94 b57 158.33333333333331
a94 b64 158.33333333333331
a94 b65 158.33333333333331
a94 b67 158.33333333333331
a94 b69 158.33333333333331
a94 b72 158.33333333333331
a94 b76 158.33333333333331
a94 b84 158.33333333333331
a94 b87 150
a94 b92 158.33333333333331
a94 b97 158.33333333333331
a94 b98 158.33333333333331
a95 b19 166.66666666666669
a95 b27 166.66666666666669
a95 b31 166.66666666666669
a95 b32 150
a95 b36 150
a95 b39 166.66666666666669
a95 b41 150
a95 b42 150
a95 b45 166.66666666666669
a95 b46 166.66666666666669
a95 b47 175.0
a95 b48 175.0
a95 b54 166.66666666666669
a95 b55 166.66666666666669
a95 b56 175.0
a95 b58 175.0
a95 b60 150
a95 b61 166.66666666666669
a95 b62 166.66666666666669
a95 b66 150
a95 b70 175.0
a95 b75 166.66666666666669
a95 b78 150
a95 b80 150
a95 b81 175.0
a95 b82 166.66666666666669
a95 b83 175.0
a95 b85 150
a95 b94 150
a95 b95 150
a95 b96 150
a95 b99 150
a96 b16 150
a96 b19 162.5
a96 b20 160.0
a96 b24 160.0
a96 b25 160.0
a96 b27 162.5
a96 b28 150
a96 b30 160.0
a96 b31 162.5
a96 b33 150
a96 b34 160.0
a96 b35 160.0
a96 b37 150
a96 b39 162.5
a96 b40 150
a96 b43 150
a96 b44 150
a96 b45 162.5
a96 b46 162.5
a96 b50 160.0
a96 b51 150
a96 b53 150
a96 b54 162.5
a96 b55 162.5
a96 b57 160.0
a96 b59 150
a96 b61 162.5
a96 b62 162.5
a96 b64 160.0
a96 b65 160.0
a96 b67 160.0
a96 b69 160.0
a96 b71 150
a96 b72 160.0
a96 b73 150
a96 b74 150
a96 b75 162.5
a96 b76 160.0
a96 b77 150
a96 b82 162.5
a96 b84 160.0
a96 b86 150
a96 b88 150
a96 b90 150
a96 b92 160.0
a96 b93 150
a96 b97 160.0
a96 b98 160.0
a97 b16 162.5
a97 b19 150
a97 b27 150
a97 b28 162.5
a97 b31 150
a97 b32 166.66666666666669
a97 b33 162.5
a97 b36 166.66666666666669
a97 b37 162.5
a97 b39 150
a97 b40 162.5
a97 b41 166.66666666666669
a97 b42 166.66666666666669
a97 b43 162.5
a97 b44 162.5
a97 b45 150
a97 b46 150
a97 b51 162.5
a97 b53 162.5
a97 b54 150
a97 b55 150
a97 b59 162.5
a97 b60 166.66666666666669
a97 b61 150
a97 b62 150
a97 b66 166.66666666666669
a97 b71 162.5
a97 b73 162.5
a97 b74 162.5
a97 b75 150
a97 b77 162.5
a97 b78 166.66666666666669
a97 b80 166.66666666666669
a97 b82 150
a97 b85 166.66666666666669
a97 b86 162.5
a97 b88 162.5
a97 b90 162.5
a97 b93 162.5
a97 b94 166.66666666666669
a97 b95 166.66666666666669
a97 b96 166.66666666666669
a97 b99 166.66666666666669
a98 b19 166.66666666666669
a98 b27 166.66666666666669
a98 b31 166.66666666666669
a98 b32 150
a98 b36 150
a98 b39 166.66666666666669
a98 b41 150
a98 b42 150
a98 b45 166.66666666666669
a98 b46 166.66666666666669
a98 b47 175.0
a98 b48 175.0
a98 b54 166.66666666666669
a98 b55 166.66666666666669
a98 b56 175.0
a98 b58 175.0
a98 b60 150
a98 b61 166.66666666666669
a98 b62 166.66666666666669
a98 b66 150
a98 b70 175.0
a98 b75 166.66666666666669
a98 b78 150
a98 b80 150
a98 b81 175.0
a98 b82 166.66666666666669
a98 b83 175.0
a98 b85 150
a98 b94 150
a98 b95 150
a98 b96 150
a98 b99 150
a99 b4 158.33333333333331
a99 b13 158.33333333333331
a99 b16 160.0
a99 b20 150
a99 b23 158.33333333333331
a99 b24 150
a99 b25 150
a99 b26 158.33333333333331
a99 b28 160.0
a99 b30 150
a99 b33 160.0
a99 b34 150
a99 b35 150
a99 b37 160.0
a99 b40 160.0
a99 b43 160.0
a99 b44 160.0
a99 b50 150
a99 b51 160.0
a99 b53 160.0
a99 b57 150
a99 b59 160.0
a99 b64 150
a99 b65 150
a99 b67 150
a99 b69 150
a99 b71 160.0
a99 b72 150
a99 b73 160.0
a99 b74 160.0
a99 b76 150
a99 b77 160.0
a99 b84 150
a99 b86 160.0
a99 b87 158.33333333333331
a99 b88 160.0
a99 b90 160.0
a99 b92 150
a99 b93 160.0
a99 b97 150
a99 b98 150
